time,x,y,z,theta
1723989800.9350145,2.5212390028173104e-05,2.228581934105023e-06,0.0,0.08849561485783611
1723989801.1190145,2.5212390028173104e-05,2.228581934105023e-06,0.0,0.08821213436425591
1723989801.1290145,-2.5211618776666e-05,-2.2371405066223815e-06,0.0,0.08845377147152021
1723989801.1620145,2.1710866437985032e-10,-2.3737642962373684e-09,0.0,0.0883632902179223
1723989801.3020146,2.5212197215296328e-05,2.230756535936962e-06,0.0,0.08832394778182732
1723989801.3350146,1.5324390367776886e-10,-1.6614101205902898e-09,0.0,0.08830678169071374
1723989801.4370146,1.5324390367776886e-10,-1.6614101205902898e-09,0.0,0.08835816613373623
1723989801.4700146,-2.5211809770553373e-05,-2.235003648820566e-06,0.0,0.08834588594119624
1723989801.5920146,2.509659979832435e-10,-2.7750499675960327e-09,0.0,0.08826982637985523
1723989801.6250145,2.509659979832435e-10,-2.7750499675960327e-09,0.0,0.08827614665523381
1723989801.7150145,2.509659979832435e-10,-2.7750499675960327e-09,0.0,0.08839952570686575
1723989801.7480145,2.509659979832435e-10,-2.7750499675960327e-09,0.0,0.0883318162688858
1723989801.8730145,-2.5211666070390493e-05,-2.2366357370628975e-06,0.0,0.08841335719662001
1723989801.8880146,2.5211986212525517e-05,2.2331262243824312e-06,0.0,0.08841275646436662
1723989802.0300145,2.5212253603967838e-05,2.230102609246387e-06,0.0,0.08817291627952444
1723989802.0630145,-1.5115101878460102e-11,2.243303459659174e-10,0.0,0.08825635743677847
1723989802.1760144,-1.5115101878460102e-11,2.243303459659174e-10,0.0,0.08836615371407244
1723989802.2090144,-1.5115101878460102e-11,2.243303459659174e-10,0.0,0.08835792794779182
1723989802.3020146,-2.5212029868271202e-05,-2.2325302779790945e-06,0.0,0.088299508669285
1723989802.3350146,3.339624063403157e-11,-3.3023148104938116e-10,0.0,0.0883139356193186
1723989802.4410145,2.5212060791091062e-05,2.2322681161313085e-06,0.0,0.08833110171063917
1723989802.4730146,5.101971276011419e-11,-5.360376587049132e-10,0.0,0.08833026805932288
1723989802.5670145,2.5212051696144044e-05,2.232364295196021e-06,0.0,0.08833873201185168
1723989802.6000144,2.1297590427349355e-11,-2.0693180502462383e-10,0.0,0.08830416382389895
1723989802.7020144,2.5212084437953308e-05,2.232003680546768e-06,0.0,0.08831012155944751
1723989802.7360144,-2.521202441130299e-05,-2.232591668871464e-06,0.0,0.08831107956623994
1723989802.8440144,2.5212291802745312e-05,2.2296594579529483e-06,0.0,0.08821713935421768
1723989802.8780146,1.033783197934568e-10,-1.1264915666941988e-09,0.0,0.08828413423554272
1723989802.8749971,1.033783197934568e-10,-1.1264915666941988e-09,0.0,0.08832025807741753
1723989802.9109972,-2.5211929823854007e-05,-2.2336705569614423e-06,0.0,0.08832049626355955
1723989802.996997,1.1601040267317231e-10,-1.2736495191845165e-09,0.0,0.08830857334913936
1723989803.029997,-2.521193709981162e-05,-2.233589384559309e-06,0.0,0.08831405471240901
1723989803.1359973,-9.855045252082917e-11,1.1473029193354023e-09,0.0,0.08850061985025703
1723989803.171997,-9.855045252082917e-11,1.1473029193354023e-09,0.0,0.08844709391088251
1723989803.2689972,2.5211918909917586e-05,2.2338717826642096e-06,0.0,0.0882079608405094
1723989803.3019972,-2.521248097764328e-05,-2.227441655122675e-06,0.0,0.08828305713662155
1723989803.4089973,2.5212009859387763e-05,2.2328499653667677e-06,0.0,0.08816743491594684
1723989803.4419973,2.5212009859387763e-05,2.2328499653667677e-06,0.0,0.08821522860430095
1723989803.536997,2.5212009859387763e-05,2.2328499653667677e-06,0.0,0.08843433952405744
1723989803.5709972,1.2576062413671707e-10,-1.3727836645216485e-09,0.0,0.08833956566300535
1723989803.6769972,1.2576062413671707e-10,-1.3727836645216485e-09,0.0,0.08805286439567657
1723989803.7119973,2.521265923860483e-05,2.2255028397921706e-06,0.0,0.08813822155603633
1723989803.832997,2.521265923860483e-05,2.2255028397921706e-06,0.0,0.0884934659178581
1723989803.865997,9.004925138889064e-10,-1.0133988759264412e-08,0.0,0.08839261522942414
1723989803.9539971,2.5212981199729256e-05,2.2218600861378945e-06,0.0,0.08820450406443743
1723989803.9869971,7.523580092261284e-10,-8.469022816370853e-09,0.0,0.08826052877443219
1723989804.0879972,7.523580092261284e-10,-8.469022816370853e-09,0.0,0.08850514847241671
1723989804.1239972,7.523580092261284e-10,-8.469022816370853e-09,0.0,0.08841979874555893
1723989804.2219973,-2.521133137634024e-05,-2.2404421997634927e-06,0.0,0.08817565323963626
1723989804.2549973,2.5213206754415296e-05,2.2193114546098514e-06,0.0,0.08825349394029233
1723989804.3729973,1.2579456365457986e-09,-1.4180959517773317e-08,0.0,0.08846247360855206
1723989804.4059973,-2.5210552848875523e-05,-2.249240651508444e-06,0.0,0.08837783099768642
1723989804.5059972,1.5028316369125605e-09,-1.69549476680686e-08,0.0,0.08824241212063179
1723989804.5389972,-2.521068017813377e-05,-2.247810016342555e-06,0.0,0.0882643450167137
1723989804.6409972,1.140921135345252e-09,-1.287646966829925e-08,0.0,0.08856594216301762
1723989804.6739972,1.140921135345252e-09,-1.287646966829925e-08,0.0,0.08845162253198159
1723989804.7729971,1.140921135345252e-09,-1.287646966829925e-08,0.0,0.08824980423432685
1723989804.8059971,2.521330134186428e-05,2.2182234715728555e-06,0.0,0.08827638484161264
1723989804.901997,1.3504030116351373e-09,-1.524489867676948e-08,0.0,0.08843767721721152
1723989804.934997,1.3504030116351373e-09,-1.524489867676948e-08,0.0,0.08839464507535275
1723989805.0509973,2.5213514163624495e-05,2.215829681517789e-06,0.0,0.08812951941469227
1723989805.0839972,1.1546871236944867e-09,-1.3022204647938906e-08,0.0,0.08821833028762621
1723989805.1919973,-2.5210978492395952e-05,-2.244427378172986e-06,0.0,0.08833205445496299
1723989805.2249973,2.521305941627361e-05,2.2209644612303236e-06,0.0,0.08832072700638223
1723989805.3189971,8.892089287115823e-10,-1.002736649269309e-08,0.0,0.08819687376478107
1723989805.3519971,0.0001512731978436932,1.3383957593759988e-05,0.0,0.08842695267657286
1723989805.4397392,0.005015344358980656,0.0004646842717193067,0.0,0.09660815960887253
1723989805.4727392,0.007710277568548918,0.000732857792172581,0.0,0.10175931332459917
1723989805.5537393,0.015309363603591919,0.0015586840454488993,0.0,0.11473989805539607
1723989805.5877392,0.01855173148214817,0.0019431104883551598,0.0,0.12128519868384839
1723989805.6887393,0.0284639373421669,0.003247955348342657,0.0,0.14049004739575863
1723989805.7217393,0.03189563751220703,0.003745376830920577,0.0,0.14740275950444603
1723989805.7997391,0.03962114825844765,0.004963807761669159,0.0,0.1654508118538862
1723989805.832739,0.04291394725441933,0.005529346410185099,0.0,0.17473066009715585
1723989805.9197392,0.05156999081373215,0.007159024011343718,0.0,0.19745360857835045
1723989805.9537392,0.05489339679479599,0.00783588457852602,0.0,0.2043801538847397
1723989806.0507393,0.06443900614976883,0.009917419403791428,0.0,0.2250219523871132
1723989806.0837393,0.06759471446275711,0.01065062452107668,0.0,0.23156202187716773
1723989806.1707392,0.07590241730213165,0.012692742049694061,0.0,0.2505005555249658
1723989806.204739,0.07903797924518585,0.013507818803191185,0.0,0.2581344874435732
1723989806.2917392,0.08753471821546555,0.01582910493016243,0.0,0.27524448518064765
1723989806.3277392,0.09089284390211105,0.01678992435336113,0.0,0.28210127242729705
1723989806.4067392,0.09870388358831406,0.019116045907139778,0.0,0.29677176719857873
1723989806.4397392,0.10177473723888397,0.02006608620285988,0.0,0.3032951451210416
1723989806.5267391,0.11006216704845428,0.022735953330993652,0.0,0.3200244799369635
1723989806.5617392,0.11320680379867554,0.023787211626768112,0.0,0.32521987020323717
1723989806.6427393,0.12082099914550781,0.026396259665489197,0.0,0.3350141099636485
1723989806.6747391,0.12387721985578537,0.027471262961626053,0.0,0.3414398396946036
1723989806.7597392,0.13195809721946716,0.030430389568209648,0.0,0.36060774340905255
1723989806.7927392,0.1350102424621582,0.031590212136507034,0.0,0.3656909461924896
1723989806.8877392,0.1439974009990692,0.03508671373128891,0.0,0.3763802080765628
1723989806.9237392,0.14731261134147644,0.036407969892024994,0.0,0.38212000543814234
1723989807.003739,0.15475426614284515,0.0394747294485569,0.0,0.39968073225172607
1723989807.0397391,0.1581074297428131,0.04090314358472824,0.0,0.4057362298719363
1723989807.1277392,0.16602815687656403,0.04439495876431465,0.0,0.4246935862170634
1723989807.1607392,0.168998584151268,0.045750439167022705,0.0,0.43151140955872636
1723989807.2467391,0.17664238810539246,0.049361325800418854,0.0,0.4511281460772596
1723989807.2807393,0.1796886920928955,0.050852369517087936,0.0,0.45923340619799874
1723989807.365739,0.18729674816131592,0.054708946496248245,0.0,0.47908224052915255
1723989807.398739,0.19025616347789764,0.05625950172543526,0.0,0.486148246589376
1723989807.4847393,0.19772553443908691,0.06027240678668022,0.0,0.4998526405419971
1723989807.5177393,0.20074129104614258,0.061932023614645004,0.0,0.5063185722927364
1723989807.5997393,0.20777960121631622,0.06593986600637436,0.0,0.5289618930829729
1723989807.6327393,0.21059221029281616,0.06759817898273468,0.0,0.5365154827070089
1723989807.7257392,0.2184574007987976,0.07234728336334229,0.0,0.5499201081197069
1723989807.7587392,0.22132311761379242,0.07411357760429382,0.0,0.554793569933562
1723989807.8447392,0.2286386936903,0.07874100655317307,0.0,0.5732195057007968
1723989807.8777392,0.23146118223667145,0.08057557791471481,0.0,0.5795076015481375
1723989807.9692876,0.23858655989170074,0.08531025797128677,0.0,0.5934693674843782
1723989808.0022876,0.24130846560001373,0.08715901523828506,0.0,0.5998072488464731
1723989808.1092875,0.2502167820930481,0.09336741268634796,0.0,0.6175056474539017
1723989808.1422875,0.25285235047340393,0.09525153040885925,0.0,0.6237847687575425
1723989808.2512877,0.26171839237213135,0.10173691064119339,0.0,0.639307866794798
1723989808.2852876,0.26437440514564514,0.1037217304110527,0.0,0.6442253868024365
1723989808.3712876,0.2711903154850006,0.10893378406763077,0.0,0.6614488587526983
1723989808.4042876,0.2737819254398346,0.11096116900444031,0.0,0.6662515539431039
1723989808.4902875,0.28041547536849976,0.11624234914779663,0.0,0.6785048270145163
1723989808.5232875,0.28301045298576355,0.11834674328565598,0.0,0.6842590518701778
1723989808.6062875,0.28938308358192444,0.12362799048423767,0.0,0.6997827261189034
1723989808.6392875,0.2918953001499176,0.12575294077396393,0.0,0.7043727962837486
1723989808.7432876,0.2997854948043823,0.13257116079330444,0.0,0.7209175698691637
1723989808.7762876,0.30223262310028076,0.13473272323608398,0.0,0.7261189066564583
1723989808.8552876,0.30802252888679504,0.13991497457027435,0.0,0.7340277295352062
1723989808.8882875,0.3104979991912842,0.14215873181819916,0.0,0.7386475717749966
1723989808.9802876,0.31717509031295776,0.14835889637470245,0.0,0.7581089723762908
1723989809.0132875,0.31963130831718445,0.1506977379322052,0.0,0.7637403948117636
1723989809.0982876,0.3257053792476654,0.15661385655403137,0.0,0.7807091875866835
1723989809.1312876,0.32808947563171387,0.15899044275283813,0.0,0.786934508613341
1723989809.2202876,0.334440141916275,0.16541826725006104,0.0,0.7959384070067538
1723989809.2542875,0.3368080258369446,0.16784650087356567,0.0,0.8000246261651288
1723989809.3382876,0.3426934480667114,0.17398543655872345,0.0,0.8129333303053011
1723989809.3722875,0.3449855446815491,0.17641620337963104,0.0,0.8165610924139912
1723989809.4562876,0.3506934940814972,0.18254870176315308,0.0,0.8259156900101726
1723989809.4902875,0.3528672754764557,0.18491670489311218,0.0,0.8303595925488019
1723989809.5742877,0.35854199528694153,0.19121688604354858,0.0,0.8448046501216683
1723989809.6082876,0.3607198894023895,0.19368335604667664,0.0,0.8501070744762449
1723989809.6922877,0.3662598729133606,0.200068861246109,0.0,0.8622525853185661
1723989809.7252877,0.3683800995349884,0.20255187153816223,0.0,0.8658312906420833
1723989809.8122876,0.3738977611064911,0.20912282168865204,0.0,0.8787893238447541
1723989809.8482876,0.3761194944381714,0.21181802451610565,0.0,0.8840032814297103
1723989809.9302876,0.3813040256500244,0.21820451319217682,0.0,0.8938008585540133
1723989809.9632876,0.38337793946266174,0.22079156339168549,0.0,0.8962997042516465
1723989810.0712876,0.39010459184646606,0.22931532561779022,0.0,0.909096110944951
1723989810.1072876,0.39230847358703613,0.23215442895889282,0.0,0.9123019260248327
1723989810.1832876,0.397007554769516,0.23827923834323883,0.0,0.9204240856054772
1723989810.2162876,0.3989783823490143,0.24088242650032043,0.0,0.9251330955563033
1723989810.3092875,0.40455010533332825,0.24831490218639374,0.0,0.9299086270618455
1723989810.3422875,0.40651220083236694,0.250956267118454,0.0,0.9338882734569333
1723989810.4272876,0.411572128534317,0.25785449147224426,0.0,0.941976892419398
1723989810.4602876,0.4135929048061371,0.2606411576271057,0.0,0.9447888188825523
1723989810.5442944,0.4187809228897095,0.26788416504859924,0.0,0.953664637556972
1723989810.5802944,0.42087212204933167,0.27083835005760193,0.0,0.9559391968315523
1723989810.6662943,0.42579761147499084,0.27786412835121155,0.0,0.9627779847088865
1723989810.6992943,0.4276144802570343,0.2804851233959198,0.0,0.9665332992961558
1723989810.7902942,0.43278348445892334,0.28801965713500977,0.0,0.9724663301845574
1723989810.8232944,0.4346047639846802,0.2906990349292755,0.0,0.9751371322399555
1723989810.9122944,0.43951913714408875,0.2980087399482727,0.0,0.9826608987926667
1723989810.9452944,0.4413696527481079,0.3007904589176178,0.0,0.9848962559915355
1723989811.0312943,0.44610413908958435,0.3079766631126404,0.0,0.9915781833145073
1723989811.0642943,0.4479016065597534,0.31073272228240967,0.0,0.9941920391582753
1723989811.1462944,0.4523669183254242,0.3176412582397461,0.0,0.999795071722143
1723989811.1792943,0.4541425406932831,0.32041141390800476,0.0,1.0017787096984747
1723989811.2692943,0.458843469619751,0.3278002440929413,0.0,1.0065578269159858
1723989811.3022943,0.46060141921043396,0.3305816650390625,0.0,1.0077504045329841
1723989811.3852942,0.46502819657325745,0.3376646339893341,0.0,1.0166574392617194
1723989811.4182942,0.46681007742881775,0.3405504822731018,0.0,1.01862319251879
1723989811.5042944,0.47134363651275635,0.3479246199131012,0.0,1.0205200800096237
1723989811.5372944,0.4730622172355652,0.3507305383682251,0.0,1.021976304352552
1723989811.6262944,0.47773241996765137,0.3583771288394928,0.0,1.0230368177704747
1723989811.6622944,0.47956159710884094,0.3613824248313904,0.0,1.0250459888150718
1723989811.7432942,0.4836849868297577,0.3682062327861786,0.0,1.029443861615913
1723989811.7762942,0.4853786528110504,0.37102726101875305,0.0,1.0307604338511527
1723989811.8792944,0.4905703067779541,0.37974855303764343,0.0,1.0369435962494522
1723989811.9122944,0.4922415018081665,0.3825829327106476,0.0,1.0391439000490184
1723989811.9852943,0.49597081542015076,0.3889637589454651,0.0,1.0446227566097204
1723989812.0192943,0.4976348876953125,0.391831636428833,0.0,1.045428366820484
1723989812.1092942,0.5022003650665283,0.3997756242752075,0.0,1.052928579856407
1723989812.1432943,0.5038265585899353,0.4026360809803009,0.0,1.0547839802726537
1723989812.2302942,0.5081509947776794,0.4102514088153839,0.0,1.0539058649306463
1723989812.2642944,0.5097987055778503,0.4131578505039215,0.0,1.0562246573751901
1723989812.3472943,0.5138911008834839,0.42038100957870483,0.0,1.0544255828829132
1723989812.3812943,0.5155525207519531,0.423308789730072,0.0,1.0548551929181214
1723989812.4692943,0.5199211239814758,0.4310445487499237,0.0,1.0585771727504711
1723989812.5032942,0.5215708613395691,0.4339789152145386,0.0,1.0586694429697785
1723989812.5842943,0.5256299376487732,0.44119182229042053,0.0,1.0577663228298009
1723989812.6182942,0.5272831320762634,0.4441242516040802,0.0,1.0571263955411814
1723989812.7022943,0.5314494967460632,0.4515381455421448,0.0,1.06049809826064
1723989812.7362943,0.533058226108551,0.4544084370136261,0.0,1.0593904515081547
1723989812.8242943,0.5374370217323303,0.4622255563735962,0.0,1.0609868831629181
1723989812.8582942,0.5390058159828186,0.4650312066078186,0.0,1.060922929878802
1723989812.9412942,0.543123722076416,0.4723852276802063,0.0,1.059762372892992
1723989812.9752944,0.5447571873664856,0.4752997159957886,0.0,1.0601486672844878
1723989813.0729039,0.5491436719894409,0.48311254382133484,0.0,1.0582663390883396
1723989813.1069038,0.5507584810256958,0.48597943782806396,0.0,1.0573851346517882
1723989813.200904,0.5554333925247192,0.49423980712890625,0.0,1.0542026603381174
1723989813.2349038,0.5571215152740479,0.49721062183380127,0.0,1.0539203408820013
1723989813.3109038,0.5609992146492004,0.504031777381897,0.0,1.053826963782828
1723989813.3439038,0.5624545812606812,0.506581723690033,0.0,1.0505012251890335
1723989813.4319038,0.5668728947639465,0.5142015218734741,0.0,1.0401486596690328
1723989813.4649038,0.5685422420501709,0.517037034034729,0.0,1.0372625619113875
1723989813.5519037,0.5729765892028809,0.5245888829231262,0.0,1.042432470507249
1723989813.585904,0.5746720433235168,0.5274970531463623,0.0,1.0435002805924503
1723989813.6719038,0.579007625579834,0.5349014401435852,0.0,1.0386484993894196
1723989813.7059038,0.5807046294212341,0.5377793908119202,0.0,1.0373924651563897
1723989813.7899039,0.5849765539169312,0.5449862480163574,0.0,1.0340494225377788
1723989813.8229039,0.5865951180458069,0.5477046966552734,0.0,1.0334724085867124
1723989813.9139037,0.5912430286407471,0.5554535388946533,0.0,1.027541009389568
1723989813.9469037,0.5929579734802246,0.5582913160324097,0.0,1.026850827908159
1723989814.0289037,0.5972722172737122,0.5654138326644897,0.0,1.0255157008063174
1723989814.062904,0.5989813804626465,0.5682255029678345,0.0,1.0236846143220106
1723989814.1479037,0.6034740209579468,0.5755653381347656,0.0,1.0193780867496325
1723989814.1809037,0.6051990389823914,0.578367292881012,0.0,1.01852216878568
1723989814.2679038,0.6098577380180359,0.5858425498008728,0.0,1.0084465900857522
1723989814.3009038,0.6116000413894653,0.5886039137840271,0.0,1.0073836957384297
1723989814.3859038,0.6161667108535767,0.595778226852417,0.0,1.0005153673204827
1723989814.4199038,0.617906391620636,0.5984812378883362,0.0,0.9973556171924892
1723989814.5049038,0.6225706338882446,0.6056830883026123,0.0,0.9948078205827309
1723989814.5379038,0.6243793368339539,0.6084620356559753,0.0,0.9928097021223806
1723989814.6289039,0.6295041441917419,0.6162700653076172,0.0,0.9871307817846736
1723989814.6619039,0.6313493847846985,0.6190552711486816,0.0,0.984216091741764
1723989814.7479038,0.6361473202705383,0.6262297630310059,0.0,0.978495006459158
1723989814.7809038,0.6379861235618591,0.6289584040641785,0.0,0.9771112242400793
1723989814.8699038,0.6429545283317566,0.6362621188163757,0.0,0.9697722544323126
1723989814.9029038,0.6447904109954834,0.6389315128326416,0.0,0.9669104474587541
1723989814.9879038,0.6497055888175964,0.6460261344909668,0.0,0.9629236565577378
1723989815.0219038,0.651412844657898,0.6484767198562622,0.0,0.9616707920257239
1723989815.1059039,0.6562256813049316,0.6554267406463623,0.0,0.9685791349443769
1723989815.1389039,0.6581210494041443,0.6581780910491943,0.0,0.9665604936501735
1723989815.2229037,0.6629593968391418,0.665141224861145,0.0,0.9605005856066244
1723989815.2559037,0.6648647785186768,0.6678547859191895,0.0,0.9567262185743044
1723989815.3529038,0.6705328226089478,0.6758124828338623,0.0,0.9470325527122546
1723989815.3869038,0.6724594235420227,0.6784798502922058,0.0,0.9435283184753641
1723989815.4619038,0.6769232153892517,0.6845911145210266,0.0,0.9363635695900313
1723989815.4949038,0.6788633465766907,0.6872172951698303,0.0,0.932681710700589
1723989815.594851,0.6845285296440125,0.6947695016860962,0.0,0.9217313557241587
1723989815.628851,0.6865373253822327,0.6974074244499207,0.0,0.918199410645488
1723989815.723851,0.6924439072608948,0.7050302028656006,0.0,0.9049514215677462
1723989815.757851,0.694434404373169,0.7075542211532593,0.0,0.9011138459133932
1723989815.829851,0.6989436745643616,0.71321702003479,0.0,0.8955229588525164
1723989815.8638508,0.7009894251823425,0.7157617211341858,0.0,0.8918069591293646
1723989815.9598508,0.7071213126182556,0.7232699394226074,0.0,0.8801103480753029
1723989815.993851,0.7091894745826721,0.7257636785507202,0.0,0.8767384228798184
1723989816.092851,0.7155764102935791,0.7333232760429382,0.0,0.8618331699691391
1723989816.1268508,0.7176898717880249,0.7357787489891052,0.0,0.858375427118295
