time,x,y,z,theta
113.002,-1.9993319432729233e-05,4.826776986937604e-05,-0.0010017013717161481,0.0007550228309000922
113.035,-1.9995710383353786e-05,4.828199836740315e-05,-0.0010017013717672218,0.0007552477228748794
113.068,-1.9998101346915473e-05,4.829622692169666e-05,-0.0010017013718183233,0.0007554726157474976
113.102,-2.000056477747007e-05,4.83108867032631e-05,-0.0010017013718709618,0.0007557043244963865
113.135,-2.0002955767319322e-05,4.832511537189753e-05,-0.0010017013719220494,0.0007559292191934345
113.168,-2.000534677011395e-05,4.83393440968595e-05,-0.0010017013719731509,0.0007561541147892386
113.202,-2.0007810241085867e-05,4.835400405423009e-05,-0.0010017013720257859,0.00075638582634329
113.235,-2.0010201270165024e-05,4.8368232893505115e-05,-0.00100170137207687,0.0007566107237631027
113.268,-2.0012592312199963e-05,4.838246178914407e-05,-0.0010017013721279576,0.0007568356220822263
113.302,-2.0015055823587903e-05,4.8397121922301144e-05,-0.0010017013721806065,0.0007570673364411734
113.335,-2.001744689190824e-05,4.8411350932286446e-05,-0.0010017013722316906,0.0007572922365848117
113.368,-2.0019837973173516e-05,4.8425579998565375e-05,-0.0010017013722827955,0.0007575171376266933
113.402,-2.002230152498962e-05,4.844024030757292e-05,-0.0010017013723354375,0.0007577488547915101
113.435,-2.0024692632545065e-05,4.845446948821557e-05,-0.0010017013723865355,0.0007579737576581729
113.469,-2.0027083753036343e-05,4.8468698725100034e-05,-0.0010017013724376196,0.0007581986614222965
113.502,-2.002954734527801e-05,4.848335920995781e-05,-0.0010017013724902615,0.0007584303813929797
113.535,-2.003193849206119e-05,4.8497588561203775e-05,-0.001001701372541377,0.0007586552869818504
113.568,-2.003432965179755e-05,4.851181796881806e-05,-0.0010017013725924576,0.0007588801934701003
113.601,-2.0036793284460442e-05,4.852647862948058e-05,-0.0010017013726451099,0.0007591119162459647
113.635,-2.0039184470482634e-05,4.854070815142299e-05,-0.0010017013726962044,0.0007593368245584577
