time,x,y,z
17.57,0.3101572031334321,1.71862226496557e-05,-0.0010017064239723553
17.604,0.31355816669004055,1.7192750237187754e-05,-0.0010017203917916558
17.636,0.31685974416720697,1.721452637621065e-05,-0.0010017420781166728
17.67,0.3201619671457697,1.725238298377943e-05,-0.0010017739588656961
17.704,0.3235649393201891,1.7278644039156488e-05,-0.0010018154253963601
17.737,0.3268684924240937,1.7284312903346533e-05,-0.0010018586426538793
17.77,0.3301726928062778,1.7265012614238103e-05,-0.0010019126418045268
17.804,0.3335776683550828,1.721390193987157e-05,-0.0010019819379003987
17.837,0.3368830278371232,1.7130291977038383e-05,-0.001002062015800352
17.87,0.34018841290794105,1.7006919576587497e-05,-0.0010021307029694677
17.904,0.34359349783220344,1.684957922280145e-05,-0.0010021918056734337
17.937,0.34689775382911553,1.667615127583813e-05,-0.001002251007048604
17.97,0.3502011018115212,1.6524567494101614e-05,-0.0010023140587053989
18.004,0.35360317815846315,1.636050100433927e-05,-0.0010023934261445752
18.037,0.35690216299577165,1.6066923546560938e-05,-0.0010025242824052184
18.07,0.36018505650556804,1.4991828886280098e-05,-0.0010025807211251625
18.104,0.3635271624208881,1.535473706426911e-05,-0.0010013529043013392
18.137,0.36680943334831995,1.5269599092197806e-05,-0.0010021812798094998
18.17,0.37010649560565717,1.5110255869115793e-05,-0.001002098023853041
18.204,0.3735024749437779,1.49120948824373e-05,-0.0010020918623249511
18.237,0.3767976561986691,1.467627575984424e-05,-0.0010020322306984637
18.27,0.38009260886986895,1.4440980202331551e-05,-0.0010019846585277437
18.304,0.3834877015718114,1.4244818826406444e-05,-0.0010019193464082254
18.337,0.38678339784840304,1.4069469689808873e-05,-0.001001867226596901
18.37,0.3900796130241852,1.3904352608340823e-05,-0.001001826628198605
18.403,0.3934762935835892,1.3732986870938935e-05,-0.0010017945707717947
18.437,0.3967736419858404,1.3531794578548721e-05,-0.0010017627075973139
18.47,0.4000715518235851,1.330838832008076e-05,-0.0010017380665900445
18.504,0.40346999292472524,1.3063731988314678e-05,-0.001001720460914103
18.537,0.4067690734617751,1.2813304853882266e-05,-0.0010017101789555546
18.57,0.41006874372229957,1.2548322965571281e-05,-0.0010017066515378842
18.604,0.4134690312733912,1.225921399817331e-05,-0.001001711717295857
18.637,0.4167699315159566,1.1961611390619382e-05,-0.0010017253049228111
18.67,0.42007145622803665,1.1647099818236703e-05,-0.001001745663639926
18.704,0.4234736908173376,1.130163797107451e-05,-0.0010017749696982804
18.737,0.4267765142247247,1.094431285971142e-05,-0.0010018118419471908
18.77,0.4300799926663624,1.056864285114191e-05,-0.001001853293579713
18.804,0.4334842553135839,1.0183400588407991e-05,-0.0010019077380070927
18.837,0.43678902574570927,9.780002295532092e-06,-0.0010019736156116205
18.87,0.44009433887210647,9.343801752073713e-06,-0.0010020529604666505
18.904,0.44349991409683087,8.853163636374478e-06,-0.0010021256780800153
18.937,0.4468049048749718,8.370825362629024e-06,-0.0010021857850070377
18.97,0.4501092543362975,7.89103647127715e-06,-0.0010022466302229659
19.004,0.45351282726542513,7.371923007212963e-06,-0.0010023105984647042
19.037,0.4568150408255639,6.8162288562427585e-06,-0.0010023830717674383
19.067,0.4601146715897959,6.088064604723357e-06,-0.001002500979441559
19.104,0.46350020198601183,4.632100927750124e-06,-0.0010026063374274467
19.137,0.46674565820777436,4.299314574590625e-06,-0.0010013717678214948
19.17,0.4700203963950969,3.7825623772343776e-06,-0.0010019556274731278
19.204,0.4734187379428981,3.1338538799628506e-06,-0.001002033727210791
19.237,0.47671510508051573,2.344589786503946e-06,-0.0010020792371826862
19.27,0.48001039786621363,1.5718551128386295e-06,-0.0010020371928815656
19.304,0.48340518554657397,7.918377958335613e-07,-0.001001986629430015
19.337,0.4867003711417894,7.884395334254232e-08,-0.0010019226676955643
19.37,0.48999600645698954,-6.174195565826894e-07,-0.0010018693771275157
19.404,0.4933920511346187,-1.3216504522042347e-06,-0.0010018271476400185
19.437,0.49668877630011293,-2.0004324059338564e-06,-0.001001796386407447
19.47,0.4999860719214558,-2.6830477518128116e-06,-0.0010017678637249741
19.504,0.5033838846778127,-3.4003489252575046e-06,-0.0010017435663167082
19.537,0.5066823585465806,-4.114518263662817e-06,-0.001001727695428424
19.57,0.5099814288915191,-4.860489969375857e-06,-0.0010017186944501627
19.604,0.5133811012854386,-5.6760790153429115e-06,-0.0010017164830971072
19.637,0.5166813909350757,-6.527053910040334e-06,-0.0010017215733589026
19.67,0.5199822868595584,-7.42440424523938e-06,-0.0010017349397502227
19.704,0.5233838556457177,-8.397167581814e-06,-0.0010017564345673954
19.737,0.5266860149727819,-9.389243290030054e-06,-0.001001786294699887
19.769,0.529988813023029,-1.0432984502771645e-05,-0.001001822178085053
19.804,0.5333923684011609,-1.1565296037743985e-05,-0.001001865979945317
19.837,0.5366964696299619,-1.271977046442724e-05,-0.0010019181041778687
19.87,0.5400011912307223,-1.3932011534777858e-05,-0.001001981058998614
19.904,0.5434066327533515,-1.524519962833729e-05,-0.0010020604913010163
19.937,0.5467120864087422,-1.6568287041021643e-05,-0.0010021326671750437
19.97,0.550017165481708,-1.7946182842346946e-05,-0.0010021919068708696
20.004,0.5534217527995886,-1.9510461474918904e-05,-0.0010022493541385694
20.037,0.5567253549711377,-2.1078379334360724e-05,-0.0010023056160723548
20.07,0.5600277906668187,-2.269246715337112e-05,-0.0010023713152689413
20.104,0.5634279500536786,-2.4545476266582487e-05,-0.0010024781366331365
20.137,0.5667169282295306,-2.6946556270950197e-05,-0.0010025718110195543
20.17,0.5699663574428999,-2.8868676706398954e-05,-0.0010014569144574902
20.204,0.5733353006824519,-3.0541304983799714e-05,-0.0010018250229943265
20.237,0.5766346082254866,-3.271254309242485e-05,-0.0010019620299499057
20.27,0.5799311055567896,-3.4739067177387074e-05,-0.00100205915929074
20.304,0.5833263142544354,-3.681275499188698e-05,-0.0010020340898107896
20.337,0.5866212367729392,-3.884385790141387e-05,-0.0010019878249827308
20.37,0.589916342149311,-4.083084767316903e-05,-0.0010019232018434049
20.404,0.593311768229461,-4.284890517042631e-05,-0.001001866481261559
20.437,0.5966078521241834,-4.478933549988493e-05,-0.0010018236624062503
20.47,0.599904493092521,-4.67181009061298e-05,-0.001001791205335039
20.504,0.60330163455402,-4.8701515489595705e-05,-0.001001763140216886
20.537,0.6065994503610703,-5.063177623225734e-05,-0.001001738927801428
20.57,0.6098978479829437,-5.2573274887414764e-05,-0.0010017210960560005
20.604,0.6132968214371899,-5.4594737877588396e-05,-0.0010017143615324575
20.637,0.6165964440011962,-5.6585482197972694e-05,-0.0010017114992916243
20.67,0.6198966750534293,-5.861213071108913e-05,-0.0010017176037198684
20.704,0.6232975573805943,-6.0746475842561254e-05,-0.0010017324892016184
20.737,0.6265990450875661,-6.287100645300193e-05,-0.0010017567249478374
20.77,0.6299011605662993,-6.505497050400414e-05,-0.0010017864252341406
20.804,0.6333040093146606,-6.73734836226175e-05,-0.0010018226802972346
20.837,0.6366074277478677,-6.969688803687786e-05,-0.0010018641442660209
20.87,0.6399114844679589,-7.209742539828683e-05,-0.0010019166370438676
20.904,0.643316315920392,-7.46556314957462e-05,-0.001001978678119176
20.934,0.6466215765688519,-7.722030310014826e-05,-0.0010020529567684906
20.97,0.6499270722742576,-7.988582153116291e-05,-0.0010021237550825735
21.004,0.6533323790590719,-8.27097112606211e-05,-0.00100218161634643
21.037,0.6566369332174781,-8.5513677273776e-05,-0.001002236457993702
21.07,0.6599406782987521,-8.836814621289245e-05,-0.001002292950746237
21.104,0.6633433655730561,-9.13561861668353e-05,-0.0010023596865486178
21.137,0.6666439330379541,-9.435877381735808e-05,-0.001002458000341662
21.17,0.6699354863934178,-9.788502785432258e-05,-0.0010025576354532814
21.204,0.6732874017541935,-0.00010156735188394256,-0.0010015472857195576
21.237,0.6765522421605569,-0.00010461938363109923,-0.0010016873957131509
21.27,0.6798521828011119,-0.0001082838526394675,-0.00100196876808753
21.304,0.6832483818662857,-0.000111970667265397,-0.0010020492099853742
21.337,0.6865437735221548,-0.00011552812348117423,-0.0010020350102345442
21.37,0.6898386919502688,-0.00011907521710627234,-0.0010019904100591198
21.404,0.69323358450709,-0.00012269770436491978,-0.001001924404818933
21.437,0.6965290733824251,-0.00012618110055588895,-0.0010018673368304039
21.47,0.6998250730055285,-0.0001296378353626234,-0.0010018226596118888
21.504,0.7032215331582722,-0.00013317794195299336,-0.0010017877581724038
21.537,0.7065186851957715,-0.00013660073780058626,-0.0010017622803053308
21.57,0.7098164203083928,-0.00014002016119278037,-0.0010017356556471409
21.604,0.713214703824508,-0.00014354480350017452,-0.0010017190702309026
21.637,0.7165136375273472,-0.00014697640321283478,-0.001001708704769972
21.67,0.7198131831276118,-0.00015042870491851826,-0.0010017058501159103
21.704,0.7232133582457131,-0.00015401344726690647,-0.0010017108111763408
21.737,0.7265141574946689,-0.00015752827190831646,-0.001001724304182175
21.77,0.7298155823834842,-0.00016108585384245032,-0.0010017463220132576
21.804,0.7332177110553864,-0.00016480401800134301,-0.0010017762306566771
21.837,0.7365204301703708,-0.00016847186685307763,-0.001001810165336365
21.87,0.7398237953551287,-0.00017220438468418185,-0.0010018507144897923
21.904,0.7432279364624376,-0.0001761234247738463,-0.0010019028629517264
21.937,0.7465325944113503,-0.00018000325367570005,-0.0010019623264252223
21.97,0.7498378297967137,-0.00018395679560950166,-0.0010020355189453989
22.004,0.7532435298012645,-0.0001881209805078349,-0.0010021114229755088
22.037,0.7565487570018457,-0.00019223025918791453,-0.001002169411218768
22.07,0.7598534159393951,-0.00019639775029666297,-0.0010022254252801815
22.104,0.7632573922388913,-0.00020074415812106953,-0.0010022843211713074
22.137,0.7665601574400831,-0.000205007883690501,-0.0010023482386309554
22.17,0.7698610978003916,-0.0002093892540435995,-0.0010024398976424022
22.204,0.7732542635075826,-0.00021422411357014081,-0.0010025426382745672
22.237,0.7765115163077471,-0.00021938494189640705,-0.0010016863156600622
22.27,0.7797706995329702,-0.0002237925416073436,-0.0010015624891089592
22.304,0.7831704569697068,-0.0002292297670143971,-0.0010020085060050733
