Time,Distance (m),Angle (rad)
37.166,0.6259775161743164,3.1328440960496664
37.364,0.6159228086471558,3.1153421737253666
37.565,0.620365560054779,3.1328440960496664
37.765,0.6350150108337402,3.1153421737253666
37.965,0.6117544174194336,3.150346018373966
38.166,0.618465006351471,3.1328440960496664
38.364,0.6130420565605164,3.167847940698266
38.564,0.6365976333618164,3.150346018373966
38.765,0.6227251887321472,3.1328440960496664
38.965,0.601982831954956,3.1153421737253666
39.165,0.6254271268844604,3.185349863022566
39.367,0.6272017359733582,3.167847940698266
39.566,0.6208488941192627,3.1153421737253666
39.766,0.6030993461608887,3.1153421737253666
39.966,0.5602979063987732,3.185349863022566
40.166,0.5579444766044617,3.1328440960496664
40.366,0.5390155911445618,3.097840251401067
40.567,0.547050416469574,3.150346018373966
40.766,0.5446484684944153,3.150346018373966
40.966,0.5614479184150696,3.167847940698266
41.167,0.5652375817298889,3.167847940698266
41.366,0.5520479679107666,3.150346018373966
41.566,0.5705590844154358,3.2028517853468657
41.766,0.5724601149559021,3.1153421737253666
41.966,0.5676676630973816,3.185349863022566
42.166,0.5709561109542847,3.150346018373966
42.366,0.5587736368179321,3.150346018373966
42.566,0.575386106967926,3.1328440960496664
42.766,0.5678797364234924,3.1328440960496664
42.966,0.5780048370361328,3.1328440960496664
43.166,0.5705654621124268,3.150346018373966
43.365,0.5717121362686157,3.1328440960496664
43.566,0.567236065864563,3.1328440960496664
43.77,0.5708271265029907,3.150346018373966
43.967,0.5713794827461243,3.1153421737253666
44.166,0.5646188259124756,3.1153421737253666
44.366,0.5700446963310242,3.150346018373966
44.566,0.5720352530479431,3.2028517853468657
44.766,0.5724161267280579,3.097840251401067
44.966,0.5812168717384338,3.167847940698266
45.165,0.555661678314209,3.150346018373966
45.366,0.5620372891426086,3.167847940698266
45.566,0.5753483176231384,3.167847940698266
45.766,0.575991153717041,3.1328440960496664
45.966,0.5607378482818604,3.1328440960496664
46.166,0.5456086993217468,3.1153421737253666
46.366,0.5809965133666992,3.1328440960496664
46.566,0.5748706459999084,3.1153421737253666
46.766,0.563485324382782,3.1153421737253666
46.963,0.5686569213867188,3.097840251401067
47.166,0.5746651887893677,3.097840251401067
47.366,0.5620478987693787,3.150346018373966
47.567,0.5722758769989014,3.1328440960496664
47.767,0.574002206325531,3.1328440960496664
47.966,0.5695788860321045,3.167847940698266
48.166,0.5658696293830872,3.167847940698266
48.366,0.5749368071556091,3.1328440960496664
48.566,0.5668061375617981,3.167847940698266
48.767,0.5612936019897461,3.185349863022566
48.966,0.5666865110397339,3.1328440960496664
49.166,0.5751978158950806,3.1328440960496664
49.366,0.5730332136154175,3.1328440960496664
49.566,0.5785332322120667,3.1328440960496664
49.765,0.5763826370239258,3.1153421737253666
49.966,0.5626307129859924,3.150346018373966
50.166,0.5791826844215393,3.167847940698266
50.367,0.5763894319534302,3.150346018373966
50.567,0.5619925856590271,3.167847940698266
50.766,0.5739331841468811,3.185349863022566
50.966,0.5740032196044922,3.1328440960496664
51.173,0.5816503167152405,3.167847940698266
51.366,0.5732417106628418,3.185349863022566
51.568,0.5807638764381409,3.1328440960496664
51.767,0.5611044764518738,3.150346018373966
51.966,0.5789670348167419,3.167847940698266
52.166,0.569584846496582,3.1328440960496664
52.365,0.569917619228363,3.150346018373966
52.566,0.574984073638916,3.1153421737253666
52.765,0.5740867853164673,3.150346018373966
52.967,0.5649100542068481,3.150346018373966
53.166,0.5636171698570251,3.150346018373966
53.367,0.5686245560646057,3.1153421737253666
53.568,0.5674925446510315,3.150346018373966
53.766,0.5722250938415527,3.097840251401067
53.966,0.5755690932273865,3.1328440960496664
54.166,0.5705046057701111,3.150346018373966
54.366,0.5767602920532227,3.1153421737253666
54.566,0.5624838471412659,3.1328440960496664
54.767,0.5739741325378418,3.097840251401067
54.966,0.5644689202308655,3.150346018373966
55.166,0.5714077949523926,3.1328440960496664
55.366,0.555819034576416,3.1153421737253666
55.566,0.5363767147064209,2.992828717455268
55.766,0.5266710519790649,2.905319105833769
55.966,0.538192868232727,2.80030757188797
56.166,0.5307469964027405,2.8528133388608694
56.366,0.5345470309257507,2.887817183509469
56.566,0.5481564998626709,2.887817183509469
56.766,0.5578436851501465,2.870315261185169
56.966,0.5683388113975525,2.905319105833769
57.166,0.5601563453674316,2.905319105833769
57.366,0.5571796894073486,2.887817183509469
57.566,0.5604448318481445,2.9578248728066683
57.766,0.5568940043449402,2.905319105833769
57.966,0.5626048445701599,2.9403229504823685
58.167,0.5730489492416382,2.9578248728066683
58.366,0.5679687261581421,2.9228210281580687
58.567,0.5666917562484741,2.9578248728066683
58.767,0.5608598589897156,2.9403229504823685
58.967,0.5553671717643738,2.9228210281580687
59.167,0.5743879079818726,2.975326795130968
59.367,0.5689641237258911,2.9403229504823685
59.567,0.5627189874649048,2.9228210281580687
59.767,0.5783951878547668,2.975326795130968
59.967,0.5614857077598572,2.9578248728066683
60.167,0.5663235187530518,2.9403229504823685
60.367,0.5648297071456909,2.9578248728066683
60.567,0.5634041428565979,2.9578248728066683
60.767,0.5671258568763733,2.9578248728066683
60.967,0.5714870095252991,3.0103306397795677
61.167,0.5648564100265503,3.0278325621038675
61.367,0.5715128183364868,3.0103306397795677
61.567,0.5660809874534607,2.975326795130968
61.767,0.5724009275436401,3.0103306397795677
61.967,0.5726702809333801,2.992828717455268
62.167,0.559851884841919,3.0103306397795677
62.367,0.5658012628555298,3.0453344844281673
62.567,0.5737169981002808,3.0278325621038675
62.766,0.559548020362854,3.0278325621038675
62.967,0.5813493132591248,3.0278325621038675
63.167,0.5716394186019897,3.0278325621038675
63.367,0.5602169036865234,3.0453344844281673
63.567,0.5640383958816528,3.0453344844281673
63.767,0.5638424754142761,3.0278325621038675
63.967,0.5795938372612,3.097840251401067
64.167,0.5754109025001526,2.992828717455268
64.367,0.5732209086418152,3.062836406752467
64.563,0.5672411322593689,3.0278325621038675
64.767,0.5670973062515259,3.0278325621038675
64.967,0.5690994262695312,3.0453344844281673
65.167,0.5717000365257263,3.097840251401067
65.367,0.5746211409568787,3.097840251401067
65.567,0.5699419379234314,3.080338329076767
65.768,0.5722176432609558,3.080338329076767
65.967,0.5772379040718079,3.0103306397795677
66.167,0.5689159035682678,3.0453344844281673
66.367,0.5768625736236572,3.080338329076767
66.567,0.5601385235786438,3.080338329076767
66.767,0.568091869354248,3.080338329076767
66.967,0.5828363299369812,3.0453344844281673
67.167,0.5616885423660278,3.080338329076767
67.367,0.5674538016319275,3.0453344844281673
67.567,0.5689656734466553,3.097840251401067
67.767,0.5790368914604187,3.062836406752467
67.967,0.5766161680221558,3.1153421737253666
68.167,0.5679941773414612,3.062836406752467
68.368,0.5793493390083313,3.1328440960496664
68.567,0.5688644051551819,3.1328440960496664
68.767,0.5641732215881348,3.1153421737253666
68.969,0.5673903226852417,3.0453344844281673
69.169,0.5660250186920166,3.1153421737253666
69.369,0.5697163939476013,3.1153421737253666
69.569,0.5696350932121277,3.1328440960496664
69.769,0.5784313082695007,3.062836406752467
69.972,0.5691515803337097,3.080338329076767
70.171,0.5794206857681274,3.150346018373966
70.371,0.5629498362541199,3.080338329076767
70.572,0.5699515342712402,3.1328440960496664
70.771,0.5671994686126709,3.062836406752467
70.971,0.56114661693573,3.1328440960496664
71.171,0.5599775314331055,3.150346018373966
71.372,0.539116382598877,3.150346018373966
71.571,0.526789665222168,3.0453344844281673
71.771,0.5193212628364563,2.905319105833769
71.971,0.5179880261421204,2.81780949421227
72.171,0.5072582960128784,2.695296037942171
72.371,0.5079717636108398,2.6602921932935715
72.571,0.5060741901397705,2.712797960266471
72.772,0.5264262557029724,2.712797960266471
72.971,0.532109797000885,2.695296037942171
73.171,0.5417681932449341,2.712797960266471
73.371,0.5363622307777405,2.7302998825907707
73.574,0.5427002906799316,2.78280564956367
73.771,0.5436830520629883,2.78280564956367
73.971,0.5627941489219666,2.7653037272393703
74.171,0.5613054037094116,2.78280564956367
74.373,0.559814453125,2.7478018049150705
74.573,0.5588908195495605,2.81780949421227
74.773,0.5562450289726257,2.80030757188797
