Time,Distance (m),Angle (rad)
35.963,0.6136049032211304,3.1153421737253666
36.163,0.6168540120124817,3.150346018373966
36.363,0.6259767413139343,3.167847940698266
36.563,0.626146674156189,3.167847940698266
36.763,0.6136714220046997,3.1328440960496664
36.963,0.6248999834060669,3.1153421737253666
37.164,0.6253127455711365,3.1153421737253666
37.363,0.6326025724411011,3.080338329076767
37.563,0.6188392043113708,3.1328440960496664
37.763,0.6208258271217346,3.1328440960496664
37.963,0.5970274209976196,3.167847940698266
38.163,0.6018282175064087,3.150346018373966
38.363,0.5777550935745239,3.150346018373966
38.563,0.5549184083938599,3.097840251401067
38.763,0.5523760318756104,3.167847940698266
38.963,0.5654429793357849,3.097840251401067
39.165,0.5621838569641113,3.150346018373966
39.363,0.5657721757888794,3.1328440960496664
39.563,0.5616261959075928,3.150346018373966
39.763,0.5685310959815979,3.1153421737253666
39.963,0.5587688088417053,3.150346018373966
40.163,0.569759726524353,3.1328440960496664
40.363,0.5689526796340942,3.167847940698266
40.563,0.5737865567207336,3.185349863022566
40.763,0.564440131187439,3.097840251401067
40.963,0.5804194808006287,3.167847940698266
41.163,0.5634728670120239,3.1153421737253666
41.363,0.5750966668128967,3.185349863022566
41.563,0.5672118663787842,3.150346018373966
41.763,0.5687434673309326,3.1328440960496664
41.963,0.5707809925079346,3.167847940698266
42.163,0.573110818862915,3.167847940698266
42.363,0.5743008852005005,3.185349863022566
42.563,0.5655577778816223,3.150346018373966
42.763,0.5787971615791321,3.2203537076711655
42.963,0.5644371509552002,3.167847940698266
43.163,0.5754753947257996,3.080338329076767
43.363,0.5784819722175598,3.1153421737253666
43.563,0.5634222626686096,3.167847940698266
43.763,0.5645748972892761,3.167847940698266
43.963,0.5681130886077881,3.1328440960496664
44.163,0.5704733729362488,3.1328440960496664
44.363,0.5696542263031006,3.150346018373966
44.563,0.5784526467323303,3.1328440960496664
44.763,0.5729939341545105,3.167847940698266
44.963,0.5635169148445129,3.150346018373966
45.163,0.5746434330940247,3.1153421737253666
45.363,0.5753791928291321,3.080338329076767
45.563,0.5718709826469421,3.167847940698266
45.763,0.5728418827056885,3.1328440960496664
45.963,0.5614150762557983,3.1328440960496664
46.163,0.5618806481361389,3.167847940698266
46.363,0.5505489706993103,3.150346018373966
46.563,0.56685870885849,3.1328440960496664
46.763,0.566660463809967,3.1153421737253666
46.963,0.5711608529090881,3.1153421737253666
47.163,0.5651566386222839,3.097840251401067
47.363,0.5716215968132019,3.150346018373966
47.563,0.5687017440795898,3.185349863022566
47.763,0.5694560408592224,3.150346018373966
47.963,0.570742130279541,3.150346018373966
48.163,0.5596858859062195,3.150346018373966
48.363,0.562301754951477,3.167847940698266
48.563,0.5791786909103394,3.1153421737253666
48.763,0.5765029788017273,3.167847940698266
48.963,0.5808543562889099,3.167847940698266
49.163,0.5710608959197998,3.167847940698266
49.363,0.5755512118339539,3.167847940698266
49.563,0.5738919973373413,3.150346018373966
49.763,0.5752495527267456,3.150346018373966
49.963,0.5743715167045593,3.097840251401067
50.163,0.5708646774291992,3.097840251401067
50.364,0.5721985697746277,3.1328440960496664
50.563,0.574360191822052,3.1328440960496664
50.763,0.5688210725784302,3.167847940698266
50.963,0.570385754108429,3.1328440960496664
51.163,0.5738558173179626,3.097840251401067
51.363,0.563664436340332,3.167847940698266
51.563,0.5738145709037781,3.185349863022566
51.763,0.5716246962547302,3.150346018373966
51.963,0.5683702826499939,3.167847940698266
52.163,0.5794787406921387,3.150346018373966
52.363,0.571918785572052,3.150346018373966
52.564,0.5801398754119873,3.1153421737253666
52.763,0.5658771395683289,3.167847940698266
52.963,0.5629639625549316,3.167847940698266
53.163,0.5737676620483398,3.097840251401067
53.363,0.5733110308647156,3.1328440960496664
53.563,0.5721968412399292,3.1328440960496664
53.763,0.5600377917289734,3.1153421737253666
53.963,0.5735302567481995,3.1328440960496664
